507709401166419, DEXADERMIL, DEXADERMIL, NOT FOUND, 1MG/G CREM DERM CT BG AL X 10 G, NO_ACR
531614060074404, DIGESIGMA, DIGESIGMA, NOT FOUND, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 20 , NO_ACR
531614060074504, DIGESIGMA, DIGESIGMA, NOT FOUND, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 60 (EMB FRAC), NO_ACR
537113030010304, DIGESOL, DIGESOL, NOT FOUND, 4 MG/ML SOL GOT CX 48 FR GOT PLAS OPC X 20 ML (EMB HOSP), NO_ACR
537113030010404, DIGESOL, DIGESOL, NOT FOUND, 4 MG/ML SOL GOT CX 96 FR GOT PLAS OPC X 20 ML (EMB HOSP), NO_ACR
537113080010504, DIGESOL, DIGESOL, NOT FOUND, 4 MG/ML SOL GOT CT FR GOT PLAS OPC X 20 ML, NO_ACR
507711102138415, DORSPAN, DORSPAN, NOT FOUND, COMPOSTO GOTAS FR C/20ML, NO_ACR
507711101115411, DORSPAN, DORSPAN, NOT FOUND, 0.010 G + 0.250 G DRG CT ENV AL X 20, NO_ACR
528113050015504, DORALFLEX, DORALFLEX, NOT FOUND, 35 MG + 300 MG + 50 MG COM CT BL AL PLAST LARANJA X 200 (EMB HOSP), NO_ACR
528112110015303, DORALFLEX, DORALFLEX, NOT FOUND, 35 MG + 300 MG + 50 MG COM CT BL AL PLAST LARANJA X 12, NO_ACR
514600402111411, DORITRAT, DORITRAT, NOT FOUND, 300 MG + 50 MG + 35 MG COM CT 25 STR X 4, NO_ACR
514600404112415, DORITRAT, DORITRAT, NOT FOUND, 300 MG + 50 MG + 35 MG COM CT 3 STR X 4, NO_ACR
507712020117903, DORICIN, DORICIN, NOT FOUND, 35 MG + 300 MG + 50 MG COM CT BL AL PLAS LARANJA X 240, NO_ACR
507710803132415, DORICIN, DORICIN, NOT FOUND, GOTAS FR C/10ML, NO_ACR
507710802111414, DORICIN, DORICIN, NOT FOUND, 35 MG + 300 MG + 50 MG COM CT 30 ENV AL X 4, NO_ACR
507710804139413, DORICIN, DORICIN, NOT FOUND, (35 + 300 + 50) MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML , NO_ACR
507739201130110, DIPIRONA SÓDICA + CLORIDRATO DE ISOMETEPTENO + CAFEÍNA, DIPIRONA SODICA CLORIDRATO ISOMETEPTENO CAFEINA, NOT FOUND, 300 MG/ML + 50 MG/ML + 30 MG/ML SOL OR CT FR PLAS OPC X 15 ML + CGT, NO_ACR
514600501118414, DORSALDINA, DORSALDINA, NOT FOUND, 30 MG + 300 MG + 30 MG DRG CT 2 BL AL PLAS INC X 10, NO_ACR
505203201119415, DORIDINA, DORIDINA, NOT FOUND, 30 MG + 300 MG + 30 MG DRG CT 2 BL AL PLAS INC X 10, NO_ACR
505203202131419, DORIDINA, DORIDINA, NOT FOUND, 50 MG + 300 MG + 30 MG SOL OR CT FR PLAS OPC CGT X 15 ML, NO_ACR
540914020013104, DORIL ENXAQUECA, DORIL ENXAQUECA, NOT FOUND, 250 MG + 250 MG + 65 MG COM REV CT BL AL AL X 100, NO_ACR
540902101111411, DORIL, DORIL, NOT FOUND, 500 MG + 30 MG COM CT BL AL PLAS INC X 150 (EMB MULT), NO_ACR
541100301168316, DAIVONEX, DAIVONEX, NOT FOUND, 50 MCG/G POM DERM CT BG AL X 30 G, NO_ACR
541112090000703, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G POM DERM CT BG AL X 100 G , NO_ACR
541112080000504, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G POM DERM CT BG AL X 30 G, NO_ACR
541112090000803, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G GEL CT FR PLAS X 30 G , NO_ACR
541112090000603, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G POM DERM CT BG AL X 60 G , NO_ACR
541112090000903, DAIVOBET, DAIVOBET, NOT FOUND, 50 MCG/G + 0.5 MG/G GEL CT FR PLAS X 60 G, NO_ACR
522714010035504, DICOXIBE, DICOXIBE, NOT FOUND, 100 MG CAP DURA CT BL AL PLAS TRANS X 10, NO_ACR
522714010035604, DICOXIBE, DICOXIBE, NOT FOUND, 100 MG CAP DURA CT BL AL PLAS TRANS X 20, NO_ACR
522714010035704, DICOXIBE, DICOXIBE, NOT FOUND, 200 MG CAP DURA CT BL AL PLAS TRANS X 10, NO_ACR
522714010035804, DICOXIBE, DICOXIBE, NOT FOUND, 200 MG CAP DURA CT BL AL PLAS TRANS X 15, NO_ACR
522714010035904, DICOXIBE, DICOXIBE, NOT FOUND, 200 MG CAP DURA CT BL AL PLAS TRANS X 30, NO_ACR
507731002163412, DERMOCORTE, DERMOCORTE, NOT FOUND, (20 + 0.644) MG/G POM DERM CT BG AL X 30 G, NO_ACR
507731001167414, DERMOCORTE, DERMOCORTE, NOT FOUND, (20 + 0.644) MG/G CREM DERM CT BG AL X 30 G, NO_ACR
502413010020803, DEXADOR, DEXADOR, NOT FOUND, 5 MG + 100 MG + 100 MG +0.5 MG COM REV CT BL AL PLAS INC X 4, NO_ACR
502413010020903, DEXADOR, DEXADOR, NOT FOUND, 5 MG + 100 MG + 100 MG + 0.5 MG COM REV CT BL AL PLAS INC X 8, NO_ACR
502413010020703, DEXADOR, DEXADOR, NOT FOUND, 5000 MCG SOL INJ CT AMP A VD AMB X 2 ML + AMP B VD INC X 1 ML, NO_ACR
502401501114419, DEXADOR, DEXADOR, NOT FOUND, 5 MG + 100 MG + 100 MG + 0.5 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
502401502153418, DEXADOR, DEXADOR, NOT FOUND, 5000 MCG SOL INJ CT 3 AMP A VD AMB X 2 ML + 3 AMP B VD INC X 1 ML, NO_ACR
531624901159411, DEPOSTERON, DEPOSTERON, NOT FOUND, 100 MG/ML SOL INJ CX 3 AMP VD AMB X 2 ML, NO_ACR
540912030004403, DORIL, DORIL, NOT FOUND, 500 MG + 30 MG COM CT BL AL PLAS TRANS X 20, NO_ACR
533200201156416, DAUNOXOME, DAUNOXOME, NOT FOUND, 2 MG/ML EMUL INJ CT FR AMP X 25 ML, NO_ACR
507709901118413, DIBENDRIL, DIBENDRIL, NOT FOUND, PAST STPFRAMBOESA 3 X 4, NO_ACR
507709902114411, DIBENDRIL, DIBENDRIL, NOT FOUND, PAST STP MENTA 3 X 4, NO_ACR
507709903137415, DIBENDRIL, DIBENDRIL, NOT FOUND, XPE 120ML, NO_ACR
511300801162413, DEXACLOR, DEXACLOR, NOT FOUND, GEL BIS. C/ 60G C/ 10 APLIC., NO_ACR
516500201356411, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 1.5 ML (EMB HOSP), NO_ACR
516500202352411, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 10.0 ML (EMB HOSP), NO_ACR
516500203359418, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 2.0 ML (EMB HOSP), NO_ACR
516500204355416, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 2.5 ML (EMB HOSP), NO_ACR
506905302177417, DESCODRIN, DESCODRIN, NOT FOUND, 9.0 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML, NO_ACR
516500101351418, DILUENTE AP, DILUENTE AP, NOT FOUND, 9 MG + 3 MG + 1 MG SUS INJ CX 100 FR VD AMB X 5 ML, NO_ACR
516500205351414, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 5.0 ML (EMB HOSP), NO_ACR
506905301170419, DESCODRIN, DESCODRIN, NOT FOUND, 9.0 MG/ML SOL NAS CT FR PLAS OPC SPR X 50 ML , NO_ACR
516500102358416, DILUENTE AP, DILUENTE AP, NOT FOUND, 9 MG + 3 MG + 1 MG SUS INJ CX 100 FR VD AMB X 6 ML, NO_ACR
516500206358412, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 6.0 ML (EMB HOSP), NO_ACR
516500207354410, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 7.0 ML (EMB HOSP), NO_ACR
516500208350419, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, 9 MG/ML SOL INJ CX 100 FA VD AMB X 8.0 ML (EMB HOSP), NO_ACR
541813110006104, DERMOCERYL, DERMOCERYL, NOT FOUND, 50 MG/ML ESM CT FR VD AMB X 2.5 ML + (10 ESP + 30 COMPRESS + 30 LIXAS), NO_ACR
531601207116419, DILTIPRESS, DILTIPRESS, NOT FOUND, 30 MG COM CT BL AL PLAS LEIT X 50, NO_ACR
531601208112417, DILTIPRESS, DILTIPRESS, NOT FOUND, 60 MG COM CT BL AL PLAS LEIT X 50, NO_ACR
501314110018703, DOBUTREX, DOBUTREX, NOT FOUND, 250 MG SOL INJ CT 10 AMP VD TRANS X 20 ML, NO_ACR
501314110018803, DOBUTREX, DOBUTREX, NOT FOUND, 250 MG SOL INJ CT 20 AMP VD TRANS X 20 ML, NO_ACR
501314110018903, DOBUTREX, DOBUTREX, NOT FOUND, 250 MG SOL INJ CT 30 AMP VD TRANS X 20 ML, NO_ACR
501314110019003, DOBUTREX, DOBUTREX, NOT FOUND, 250 MG SOL INJ CT 40 AMP VD TRANS X 20 ML, NO_ACR
541312030004704, DOBUTARISTON, DOBUTARISTON, NOT FOUND, 12.5 MG/ML SOL INJ CX 20 AMP VD INC  X 20 ML, NO_ACR
501802901158411, DOBUTARISTON, DOBUTARISTON, NOT FOUND, 12.5 MG/ML SOL INJ CX 20 AMP VD INC X 20 ML, NO_ACR
501300101155312, DOBUTREX, DOBUTREX, NOT FOUND, 250 MG SOL INJ CT AMP VD INC X 20 ML, NO_ACR
510612806110419, DANPEZIL, DANPEZIL, NOT FOUND, 10 MG COM REV CT BL AL/AL X 10, NO_ACR
510612808113415, DANPEZIL, DANPEZIL, NOT FOUND, 10 MG COM REV CT BL AL PLAS TRANS X 10, NO_ACR
510612805114410, DANPEZIL, DANPEZIL, NOT FOUND, 10 MG COM REV CT BL AL/AL X 30, NO_ACR
510612807117417, DANPEZIL, DANPEZIL, NOT FOUND, 10 MG COM REV CT BL AL PLAS TRANS X 30, NO_ACR
510612801119418, DANPEZIL, DANPEZIL, NOT FOUND, 5.0 MG COM REV CT BL AL/AL X 10, NO_ACR
510612804118412, DANPEZIL, DANPEZIL, NOT FOUND, 5.0 MG COM REV CT BL AL PLAS TRANS X 10, NO_ACR
510612802115416, DANPEZIL, DANPEZIL, NOT FOUND, 5.0 MG COM REV CT BL AL/AL X 30, NO_ACR
510612803111414, DANPEZIL, DANPEZIL, NOT FOUND, 5.0 MG COM REV CT BL AL PLAS TRANS X 30, NO_ACR
541312030004804, DOPABANE, DOPABANE, NOT FOUND, 5 MG/ML SOL INJ CX 10 AMP VD INC X 10 ML, NO_ACR
501803001150412, DOPABANE, DOPABANE, NOT FOUND, 5 MG/ML SOL INJ CX 10 AMP VD INC X 10 ML, NO_ACR
507711201111418, DOXILEGRAND, DOXILEGRAND, NOT FOUND, 100 MG DRG CT  ENV AL X 15, NO_ACR
531601103116412, DAFORIN, DAFORIN, NOT FOUND, 10 MG CAP GEL DURA CT BL AL PVC INC X 20, NO_ACR
531601104112410, DAFORIN, DAFORIN, NOT FOUND, 20 MG CAP GEL DURA CT BL AL PVC INC X 20, NO_ACR
531601106115417, DAFORIN, DAFORIN, NOT FOUND, 20 MG COM REV CT BL AL PVC INC X 20, NO_ACR
531601105119419, DAFORIN, DAFORIN, NOT FOUND, 20 MG CAP GEL DURA CT BL AL PVC INC X 30, NO_ACR
531601107111415, DAFORIN, DAFORIN, NOT FOUND, 20 MG COM REV CT BL AL PVC INC X 30, NO_ACR
531613020068803, DAFORIN, DAFORIN, NOT FOUND, 20 MG COM REV CT BL AL PLAS TRANS X 60, NO_ACR
531601102136411, DAFORIN, DAFORIN, NOT FOUND, 20 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
521123703111416, DEPAXAN, DEPAXAN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
521123701117417, DEPAXAN, DEPAXAN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521123702113415, DEPAXAN, DEPAXAN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
522709403111311, DIMETAPP, DIMETAPP, NOT FOUND, 4 MG + 60 MG CAP GEL CT BL PLAS INC X 20, NO_ACR
522709405130313, DIMETAPP, DIMETAPP, NOT FOUND, 0.20 MG/ML + 3 MG/ML ELX CT FR PLAS AMB X 30 ML + SERINGA DOSADORA 01, NO_ACR
522709404134315, DIMETAPP, DIMETAPP, NOT FOUND, 0.20 MG/ML + 3 MG/ML ELX CT FR PLAS AMB X 120 ML 01, NO_ACR
521105101111411, DEPRILAN, DEPRILAN, NOT FOUND, 5 MG COM CT  BL AL PLAS INC X 20, NO_ACR
502414010021604, DPREV, DPREV, NOT FOUND, 1000 UI COM REV CT BL AL PLAS BCO X 30, NO_ACR
502414010021904, DPREV, DPREV, NOT FOUND, 1000 UI COM REV CT BL AL PLAS BCO X 60, NO_ACR
502414010021504, DPREV, DPREV, NOT FOUND, 2000 UI COM REV CT BL AL PLAS BCO X 30  , NO_ACR
502414010022004, DPREV, DPREV, NOT FOUND, 2000 UI COM REV CT BL AL PLAS BCO X 60, NO_ACR
502414010022104, DPREV, DPREV, NOT FOUND, 5000 UI COM REV CT BL AL PLAS BCO X 8 , NO_ACR
502414010021704, DPREV, DPREV, NOT FOUND, 5000 UI COM REV CT BL AL PLAS BCO X 30, NO_ACR
502414010021804, DPREV, DPREV, NOT FOUND, 7000 UI COM REV CT BL AL PLAS BCO X 30, NO_ACR
502414010022204, DPREV, DPREV, NOT FOUND, 7000 UI COM REV CT BL AL PLAS BCO X 8  , NO_ACR
540912100008314, DERMIL, DERMIL, NOT FOUND, (5000 UI+ 900 UI+ 150 MG)G POM DERM CT BG PLAS X 20 G  , NO_ACR
540912100008414, DERMIL, DERMIL, NOT FOUND, (5000 UI+ 900 UI+ 150 MG)G POM DERM CT BG PLAS X 45 G , NO_ACR
540912100008514, DERMIL, DERMIL, NOT FOUND, (5000 UI+ 900 UI+ 150 MG)G POM DERM CT BG PLAS X 90 G  , NO_ACR
535400801153411, DETIMEDAC, DETIMEDAC, NOT FOUND, 200 MG PO LIOF INJ CT FA VD AMB X 10, NO_ACR
519509201159111, DACARBAZINA, DACARBAZINA, DACARBAZINA, 200 MG PO LIOF SOL INJ CT FA VD AMB, NO_ACR
519509205154112, DACARBAZINA, DACARBAZINA, DACARBAZINA, 200 MG PO LIOF SOL INJ CT 10 FA VD AMB, NO_ACR
519509206150110, DACARBAZINA, DACARBAZINA, DACARBAZINA, 200 MG PO LIOF SOL INJ CT 50 FA VD AMB, NO_ACR
517001901156417, DACTINOMICINA-D, DACTINOMICINA D, NOT FOUND, CX. C/12 AMPOLAS X 5 ML, NO_ACR
527300401152310, DECADURABOLIN, DECADURABOLIN, NOT FOUND, 25 MG/ML SOL INJ CT AMP VD INC X 1 ML, NO_ACR
527300402159319, DECADURABOLIN, DECADURABOLIN, NOT FOUND, 50 MG/ML SOL INJ CT AMP VD INC X 1 ML, NO_ACR
527300601151318, DURATESTON, DURATESTON, NOT FOUND, 30 MG + 60 MG + 100 MG + 60 MG SOL INJ CT AMP VD INC X 1 ML, NO_ACR
531624801138410, DEFLAIMMUN, DEFLAIMMUN, NOT FOUND, 22.75 MG/ML SUS OR CT FR VD AMB GOT X 13 ML, NO_ACR
531624802118413, DEFLAIMMUN, DEFLAIMMUN, NOT FOUND, 30 MG COM CT BL AL PLAS INC X 10, NO_ACR
507728301112119, DEFLAZACORTE, DEFLAZACORTE, DEFLAZACORTE, 30 MG COM CT BL AL PLAS LEIT X 10   , NO_ACR
507728304111113, DEFLAZACORTE, DEFLAZACORTE, DEFLAZACORTE, 30 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC), NO_ACR
531624804110411, DEFLAIMMUN, DEFLAIMMUN, NOT FOUND, 7.5 MG COM CT BL AL PLAS INC X 20, NO_ACR
531624803114411, DEFLAIMMUN, DEFLAIMMUN, NOT FOUND, 6 MG COM CT BL AL PLAS INC X 20, NO_ACR
507728302119117, DEFLAZACORTE, DEFLAZACORTE, DEFLAZACORTE, 6 MG COM CT BL AL PLAS LEIT X 20, NO_ACR
507728303115115, DEFLAZACORTE, DEFLAZACORTE, DEFLAZACORTE, 6 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC), NO_ACR
505202401173415, DEOTRIN, DEOTRIN, NOT FOUND, 0.20 MG/ML LOC CT FR PLAS OPC X 100 ML, NO_ACR
505202403176411, DEOTRIN, DEOTRIN, NOT FOUND, 0.20 MG/ML SHAMP CT FR PLAS OPC X 100 ML, NO_ACR
521114010059906, DESLORATADINA, DESLORATADINA, DESLORATADINA, 0.5 MG/ML XPE CT FR PLAS AMB X 100 ML + SER DOS, NO_ACR
507740103139117, DESLORATADINA, DESLORATADINA, DESLORATADINA, 0.5MG/ML XPE CT FR VD AMB X 100 ML + SER DOSAD , NO_ACR
507741203137416, DESTADIN, DESTADIN, NOT FOUND, 0.5 MG/ML XPE CT FR VD AMB X 100 ML + SER DOSAD, NO_ACR
507740102132119, DESLORATADINA, DESLORATADINA, DESLORATADINA, 0.5MG/ML XPE CT FR VD AMB X 60 ML + SER DOSAD , NO_ACR
507741202130418, DESTADIN, DESTADIN, NOT FOUND, 0.5 MG/ML XPE CT FR VD AMB X 60 ML + SER DOSAD, NO_ACR
521113090059506, DESLORATADINA, DESLORATADINA, DESLORATADINA, 5 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
507740101111118, DESLORATADINA, DESLORATADINA, DESLORATADINA, 5 MG COM REV CT BL AL PLAS OPC X 10, NO_ACR
507741201118414, DESTADIN, DESTADIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS OPC X 10, NO_ACR
541812050000003, DESTADIN, DESTADIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS OPC X 30, NO_ACR
541812070001406, DESLORATADINA, DESLORATADINA, DESLORATADINA, 5 MG COM REV CT BL AL PLAS OPC X 30, NO_ACR
527304001116115, DESOGESTREL, DESOGESTREL, DESOGESTREL, 0.075 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
527304201115112, DESOGESTREL + ETINILESTRADIOL + DESOGESTREL + ETINILESTRADIOL, DESOGESTREL ETINILESTRADIOL DESOGESTREL ETINILESTRADIOL, NOT FOUND, 0.125/0.030 MG 15 COM BRANCOS + 0.025/0.040 MG 7 COM AZUIS CT BL AL PLAS INC X 22, NO_ACR
527304101110119, DESOGESTREL + ETINILESTRADIOL, DESOGESTREL ETINILESTRADIOL, NOT FOUND, 0.15 MG + 0.02 MG COM CT BL AL PLAS INC X 21, NO_ACR
527304102117117, DESOGESTREL + ETINILESTRADIOL, DESOGESTREL ETINILESTRADIOL, NOT FOUND, 0.15 MG + 0.03 MG COM CT BL AL PLAS INC X 21, NO_ACR
531614060074603, DESOSKIN, DESOSKIN, NOT FOUND, 0.5 MG/G CREM DERM CT BG AL X 30 G , NO_ACR
531605902161111, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G POM DERM CT BG AL X 30 G , NO_ACR
507726701164111, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G CREM CT BG AL X 30 G, NO_ACR
507726702160118, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G POM DERM CT BG AL X 30 G , NO_ACR
531605903168118, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G LOC CREM CT FR PLAS OPC X 60 G, NO_ACR
507726703167116, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G LOC CREM CT FR PLAS OPC X 60 G, NO_ACR
531605904164116, DESONIDA, DESONIDA, DESONIDA, 1 MG/G LOC CAPIL CT FR PLAS OPC GOT X 30 G , NO_ACR
507726704163114, DESONIDA, DESONIDA, DESONIDA, 1 MG/G LOC CAPIL CT FR PLAS TRANS GOT X 30 G , NO_ACR
531606904133111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED, NO_ACR
507709501136112, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML, NO_ACR
517002001167410, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 PCC CREM DERM CX 50 BG AL X 10 G, NO_ACR
531606901118111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.5 MG COM CT BL AL PLAS OPC X 20, NO_ACR
507709502116115, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.5 MG COM CT BL AL PLAS OPC X 20, NO_ACR
507709503112113, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.75 MG COM CT BL AL PLAS OPC X 20, NO_ACR
507709504119111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 4 MG COM CT BL AL PLAS OPC X 10   , NO_ACR
505202904132417, DEXAZONA, DEXAZONA, NOT FOUND, 0.1MG/ML ELIX CT FR VD AMB X 100 ML, NO_ACR
505202902113415, DEXAZONA, DEXAZONA, NOT FOUND, 0.5 MG COM CT BL AL PLAS INC X 10, NO_ACR
505202903160417, DEXAZONA, DEXAZONA, NOT FOUND, 1MG/G + 5MG/G CREM CT BG AL X 15G, NO_ACR
505202901133412, DEXAZONA, DEXAZONA, NOT FOUND, 1MG/ML + 3.5MG/ML SOL OFT CT FR PLAS CGT X 5ML, NO_ACR
505202905155410, DEXAZONA, DEXAZONA, NOT FOUND, 2 MG / ML SOL INJ CT 2 AMP VD INC X 1 ML, NO_ACR
503101001173315, DEXPANTENOL - EPITEGEL, DEXPANTENOL EPITEGEL, NOT FOUND, 50 MG/G GEL OFT CT BG PLAS OPC 10 G, NO_ACR
513900701114416, DIGESNORMA, DIGESNORMA, NOT FOUND, CX COM 2 BL X 10 COMP, NO_ACR
531624002111414, DIAZEPAM NQ, DIAZEPAM NQ, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
531625002115418, DIAZEFAST, DIAZEFAST, NOT FOUND, 10 MG COM CT BL AL PVDC LEIT X 20, NO_ACR
507709701119114, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
507709705114117, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 30, NO_ACR
510013100012906, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CX BL AL PLAS TRANS X 500 (EMB HOSP), NO_ACR
531624001115416, DIAZEPAM NQ, DIAZEPAM NQ, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
531625001119411, DIAZEFAST, DIAZEFAST, NOT FOUND, 5 MG COM CT BL AL PVDC LEIT X 20, NO_ACR
507709702115112, DIAZEPAM, DIAZEPAM, DIAZEPAM, (B1) 5 MG 2 BL X 10 COMP, NO_ACR
