268128; LEVOMEPROMAZINA; LEVOMEPROMAZINA; LEVOMEPROMAZINA; 25 MG; AMPOLA; 5.00 ML
268472; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.5% ISOBARICA. INJETAVEL; AMPOLA; 4.00 ML
268472; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.5% ISOBARICA. INJETAVEL; AMPOLA; 4.00 ML
268472; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.5% ISOBARICA. INJETAVEL; AMPOLA; 4.00 ML
268472; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.5% ISOBARICA. INJETAVEL; AMPOLA; 4.00 ML
268472; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.5% ISOBARICA. INJETAVEL; AMPOLA; 4.00 ML
268472; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.5% ISOBARICA. INJETAVEL; AMPOLA; 4.00 ML
268472; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.5% ISOBARICA. INJETAVEL; AMPOLA; 4.00 ML
268472; LEVOBUPIVACAINA CLORIDRATO; LEVOBUPIVACAINA CLORIDRATO; NOT FOUND; 0.5% ISOBARICA. INJETAVEL; AMPOLA; 4.00 ML
268492; LINCOMICINA CLORIDRATO; LINCOMICINA CLORIDRATO; NOT FOUND; 300 MG/ML. SOLUCAO INJETAVEL; AMPOLA; 2.00 ML
268492; LINCOMICINA CLORIDRATO; LINCOMICINA CLORIDRATO; NOT FOUND; 300 MG/ML. SOLUCAO INJETAVEL; AMPOLA; 2.00 ML
268492; LINCOMICINA CLORIDRATO; LINCOMICINA CLORIDRATO; NOT FOUND; 300 MG/ML. SOLUCAO INJETAVEL; AMPOLA; 2.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 2.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 2.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 5.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 2.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 5.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 5.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 5.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 5.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 5.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 5.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 2.00 ML
269842; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 1%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 2.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269843; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. INJETAVEL; AMPOLA; 5.00 ML
269845; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 10%. SPRAY; AMPOLA; 2.00 ML
269845; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 10%. SPRAY; AMPOLA; 2.00 ML
269846; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. GELEIA; AMPOLA; 2.00 ML
269846; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. GELEIA; AMPOLA; 5.00 ML
269846; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. GELEIA; AMPOLA; 5.00 ML
269846; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 2%. GELEIA; AMPOLA; 2.00 ML
269847; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; 5%. POMADA; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 5.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269848; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM GLICOSE. 5% + 7.5%. INJETAVEL; AMPOLA; 2.00 ML
269850; LIDOCAÍNA CLORIDRATO; LIDOCAINA CLORIDRATO; NOT FOUND; ASSOCIADA COM EPINEFRINA. 2% + 1:50.000. INJETAVEL; AMPOLA; 5.00 ML
